Timestamp,Number of Worms (non-counted),Phosphorous01,Phosphorous02,Nitrogen01,Nitrogen02,Potassium01,Potassium02,Light Intensity,Temp01,Hum01,Heat01,SoilM01,SoilM02,Grams of Compost Harvested,Buzzer (NIL),,
"6 Apr 2024, 9.34 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 9.35 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 9.36 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 9.37 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 9.38 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 9.39 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 9.40 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 9.41 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 9.42 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 9.43 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 9.44 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 9.45 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 9.46 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 9.47 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 9.48 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 9.49 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 9.50 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 9.51 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 9.52 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 9.53 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 9.54 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 9.55 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 9.56 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 9.57 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 9.58 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 9.59 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 10.00 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 10.01 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 10.02 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 10.03 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 10.04 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 10.05 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 10.06 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 10.07 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 10.08 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 10.09 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 10.10 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 10.11 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 10.12 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 10.13 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 10.14 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 10.15 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 10.16 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 10.17 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 10.18 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 10.19 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 10.20 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 10.21 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 10.22 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 10.23 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 10.24 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 10.25 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 10.26 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 10.27 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 10.28 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 10.29 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 10.30 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 10.31 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 10.32 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 10.33 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 10.34 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 10.35 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 10.36 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 10.37 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 10.38 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 10.39 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 10.40 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 10.41 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 10.42 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 10.43 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 10.44 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 10.45 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 10.46 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 10.47 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 10.48 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 10.49 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 10.50 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 10.51 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 10.52 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 10.53 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 10.54 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 10.55 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 10.56 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 10.57 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 10.58 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 10.59 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 11.00 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 11.01 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 11.02 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 11.03 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 11.04 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 11.05 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 11.06 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 11.07 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 11.08 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 11.09 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 11.10 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 11.11 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 11.12 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 11.13 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 11.14 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 11.15 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 11.16 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 11.17 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 11.18 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 11.19 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 11.20 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 11.21 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 11.22 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 11.23 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 11.24 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 11.25 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 11.26 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 11.27 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 11.28 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 11.29 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 11.30 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 11.31 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 11.32 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 11.33 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 11.34 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 11.35 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 11.36 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 11.37 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 11.38 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 11.39 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 11.40 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 11.41 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 11.42 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 11.43 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 11.44 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 11.45 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 11.46 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 11.47 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 11.48 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 11.49 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 11.50 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 11.51 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 11.52 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 11.53 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 11.54 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 11.55 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 11.56 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 11.57 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 11.58 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"6 Apr 2024, 11.59 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,,
"7 Apr 2024, 10.00 AM",14,32,37,62,,,,NaN,27.4,94,42,1,1,,Off,,
"7 Apr 2024, 10.01 AM",14,33,40,62,,,,NaN,27.4,97,42,1,1,,Off,,
"7 Apr 2024, 10.02 AM",14,34,37,62,,,,NaN,27.4,98,42,1,1,,Off,,
"7 Apr 2024, 10.03 AM",14,31,39,62,,,,NaN,27.4,96,42,1,1,,Off,,
"7 Apr 2024, 10.04 AM",14,32,39,62,,,,NaN,27.4,93,42,1,1,,Off,,
"7 Apr 2024, 10.05 AM",14,32,39,62,,,,NaN,27.4,99,42,1,1,,Off,,
"7 Apr 2024, 10.06 AM",14,32,38,62,,,,NaN,27.4,94,42,1,1,,Off,,
"7 Apr 2024, 10.07 AM",14,34,38,62,,,,NaN,27.4,94,42,1,1,,Off,,
"7 Apr 2024, 10.08 AM",14,35,38,62,,,,NaN,27.4,93,42,1,1,,Off,,
"7 Apr 2024, 10.09 AM",14,32,37,62,,,,NaN,27.4,97,42,1,1,,Off,Keep buzzer off,
"7 Apr 2024, 10.10 AM",14,34,37,62,,,,NaN,27.4,98,42,1,1,,Off,,
"7 Apr 2024, 10.11 AM",14,32,39,62,,,,NaN,27.4,97,42,1,1,,Off,,
"7 Apr 2024, 10.12 AM",14,36,38,62,,,,NaN,27.4,94,42,1,1,,Off,,
"7 Apr 2024, 10.13 AM",14,34,39,62,,,,NaN,27.4,96,42,1,1,,Off,,
"7 Apr 2024, 10.14 AM",14,32,39,62,,,,NaN,27.4,97,42,1,1,,Off,,
"7 Apr 2024, 10.15 AM",14,30,40,62,,,,NaN,27.4,95,42,1,1,,Off,,
"7 Apr 2024, 10.16 AM",14,34,39,62,,,,NaN,27.4,97,42,1,1,,Off,,
"7 Apr 2024, 10.17 AM",14,34,37,62,,,,NaN,27.4,93,42,1,1,,Off,,
"7 Apr 2024, 10.18 AM",14,32,39,62,,,,NaN,27.4,96,42,1,1,,Off,,
"7 Apr 2024, 10.19 AM",14,34,38,62,,,,NaN,27.4,95,42,1,1,,Off,,
"7 Apr 2024, 10.20 AM",14,32,38,62,,,,NaN,27.4,97,42,1,1,,Off,,
"7 Apr 2024, 10.21 AM",14,34,37,62,,,,NaN,27.4,99,42,1,1,,Off,,
"7 Apr 2024, 10.22 AM",14,35,39,62,,,,NaN,27.4,95,42,1,1,,Off,,
"7 Apr 2024, 10.23 AM",14,31,38,62,,,,NaN,27.4,96,42,1,1,,Off,,
"7 Apr 2024, 10.24 AM",14,31,39,62,,,,NaN,27.4,94,42,1,1,,Off,,
"7 Apr 2024, 10.25 AM",14,30,39,62,,,,NaN,27.4,98,42,1,1,,Off,,
"7 Apr 2024, 10.26 AM",14,34,38,62,,,,NaN,27.4,94,42,1,1,,Off,,
"7 Apr 2024, 10.27 AM",14,35,38,62,,,,NaN,27.4,98,42,1,1,,Off,,
"7 Apr 2024, 10.28 AM",14,36,39,62,,,,NaN,27.4,94,42,1,1,,Off,,
"7 Apr 2024, 10.29 AM",14,33,39,62,,,,NaN,27.4,98,42,1,1,,Off,,
"7 Apr 2024, 10.30 AM",14,36,38,62,,,,NaN,27.4,93,42,1,1,,Off,,
"7 Apr 2024, 10.31 AM",14,33,40,62,,,,NaN,27.4,98,42,1,1,,Off,,
"7 Apr 2024, 10.32 AM",14,33,37,62,,,,NaN,27.4,98,42,1,1,,Off,,
"7 Apr 2024, 10.33 AM",14,37,40,62,,,,NaN,27.4,95,42,1,1,,Off,,
"7 Apr 2024, 10.34 AM",14,37,40,62,,,,NaN,27.4,95,42,1,1,,Off,,
"7 Apr 2024, 10.35 AM",14,39,40,62,,,,NaN,27.4,96,42,1,1,,Off,,
"7 Apr 2024, 10.36 AM",14,37,40,62,,,,NaN,27.4,98,42,1,1,,Off,,
"7 Apr 2024, 10.37 AM",14,37,40,62,,,,NaN,27.4,96,42,1,1,,Off,,
"7 Apr 2024, 10.38 AM",14,38,38,62,,,,NaN,27.4,93,42,1,1,,Off,,
"7 Apr 2024, 10.39 AM",14,37,37,62,,,,NaN,27.4,93,42,1,1,,Off,,
"7 Apr 2024, 10.40 AM",14,38,38,62,,,,NaN,27.4,93,42,1,1,,Off,,
"7 Apr 2024, 10.41 AM",14,38,40,62,,,,NaN,27.4,96,42,1,1,,Off,,
"7 Apr 2024, 10.42 AM",14,39,40,62,,,,NaN,27.4,94,42,1,1,,Off,,
"7 Apr 2024, 10.43 AM",14,40,40,62,,,,NaN,27.4,98,42,1,1,,Off,,
"7 Apr 2024, 10.44 AM",14,38,38,62,,,,NaN,27.4,97,42,1,1,,Off,,
"7 Apr 2024, 10.45 AM",14,39,37,62,,,,NaN,27.4,98,42,1,1,,Off,,
"7 Apr 2024, 10.46 AM",14,37,40,62,,,,NaN,27.4,99,42,1,1,,Off,,
"7 Apr 2024, 10.47 AM",14,40,39,62,,,,NaN,27.4,95,42,1,1,,Off,,
"7 Apr 2024, 10.48 AM",14,39,38,62,,,,NaN,27.4,94,42,1,1,,Off,,
"7 Apr 2024, 10.49 AM",14,39,37,62,,,,NaN,27.4,95,42,1,1,,Off,,
"7 Apr 2024, 10.50 AM",14,38,38,62,,,,NaN,27.4,96,42,1,1,,Off,,
"7 Apr 2024, 10.51 AM",14,39,40,62,,,,NaN,27.4,99,42,1,1,,Off,,
"7 Apr 2024, 10.52 AM",14,38,37,62,,,,NaN,27.4,98,42,1,1,,Off,,
"7 Apr 2024, 10.53 AM",14,38,37,62,,,,NaN,27.4,99,42,1,1,,Off,,
"7 Apr 2024, 10.54 AM",14,40,38,62,,,,NaN,27.4,98,42,0,0,,On,,
"7 Apr 2024, 10.55 AM",14,40,38,62,,,,NaN,27.4,97,42,0,0,,On,,
"7 Apr 2024, 10.56 AM",14,39,37,62,,,,NaN,27.4,93,42,0,0,,On,,
"7 Apr 2024, 10.57 AM",14,39,38,62,,,,NaN,27.4,98,42,0,0,,On,,
"7 Apr 2024, 10.58 AM",14,39,40,62,,,,NaN,27.4,94,42,0,0,,On,,
"7 Apr 2024, 10.59 AM",14,38,37,62,,,,NaN,27.4,98,42,0,0,,On,,
"7 Apr 2024, 11.00 AM",14,38,40,62,,,,NaN,27.4,99,42,0,0,,On,,
"7 Apr 2024, 11.01 AM",14,38,40,62,,,,NaN,27.4,94,42,0,0,,On,,
"7 Apr 2024, 11.02 AM",14,37,37,62,,,,NaN,27.4,99,42,0,0,,On,,
"7 Apr 2024, 11.03 AM",14,37,38,62,,,,NaN,27.4,94,42,0,0,,On,,
"7 Apr 2024, 11.04 AM",14,37,39,62,,,,NaN,27.4,96,42,0,0,,On,,
"7 Apr 2024, 11.05 AM",14,38,37,62,,,,NaN,27.4,94,42,0,0,,On,,
"7 Apr 2024, 11.06 AM",14,39,39,62,,,,NaN,27.4,93,42,0,0,,On,,
"7 Apr 2024, 11.07 AM",14,39,38,62,,,,NaN,27.4,97,42,0,0,,On,,
"7 Apr 2024, 11.08 AM",14,37,38,62,,,,NaN,27.4,95,42,0,0,,On,,
"7 Apr 2024, 11.09 AM",14,39,40,62,,,,NaN,27.4,95,42,0,0,,On,,
"7 Apr 2024, 11.10 AM",14,37,40,62,,,,NaN,27.4,95,42,0,0,,On,,
"7 Apr 2024, 11.11 AM",14,37,37,62,,,,NaN,27.4,93,42,0,0,,On,,
"7 Apr 2024, 11.12 AM",14,37,37,62,,,,NaN,27.4,94,42,0,0,,On,,
"7 Apr 2024, 11.13 AM",14,38,40,62,,,,NaN,27.4,93,42,0,0,,On,,
"7 Apr 2024, 11.14 AM",14,38,37,62,,,,NaN,27.4,96,42,0,0,,On,,
"7 Apr 2024, 11.15 AM",14,38,40,62,,,,NaN,27.4,98,42,0,0,,On,,
"7 Apr 2024, 11.16 AM",14,37,50,62,,,,NaN,27.4,96,42,0,0,,On,,
"7 Apr 2024, 11.17 AM",14,39,47,62,,,,NaN,27.4,97,42,0,0,,On,,
"7 Apr 2024, 11.18 AM",14,39,49,62,,,,NaN,27.4,93,42,0,0,,On,,
"7 Apr 2024, 11.19 AM",14,38,46,62,,,,NaN,27.4,99,42,0,0,,On,,
"7 Apr 2024, 11.20 AM",14,38,45,62,,,,NaN,27.4,94,42,0,0,,On,,
"7 Apr 2024, 11.21 AM",14,39,46,62,,,,NaN,27.4,96,42,0,0,,On,,
"7 Apr 2024, 11.22 AM",14,37,49,62,,,,NaN,27.4,96,42,0,0,,On,,
"7 Apr 2024, 11.23 AM",14,37,46,62,,,,NaN,27.4,94,42,0,0,,On,,
"7 Apr 2024, 11.24 AM",14,40,49,62,,,,NaN,27.4,99,42,0,0,,On,,
"7 Apr 2024, 11.25 AM",14,39,46,62,,,,NaN,27.4,96,42,0,0,,On,,
"7 Apr 2024, 11.26 AM",14,38,50,62,,,,NaN,27.4,94,42,0,0,,On,,
"7 Apr 2024, 11.27 AM",14,39,50,62,,,,NaN,27.4,94,42,0,0,,On,,
"7 Apr 2024, 11.28 AM",14,38,46,62,,,,NaN,27.4,94,42,0,0,,On,,
"7 Apr 2024, 11.29 AM",14,40,49,62,,,,NaN,27.4,98,42,0,0,,On,,
"7 Apr 2024, 11.30 AM",14,38,48,62,,,,NaN,27.4,97,42,0,0,,On,,
"7 Apr 2024, 11.31 AM",14,37,46,62,,,,NaN,27.4,94,42,0,0,,On,,
"7 Apr 2024, 11.32 AM",14,40,48,62,,,,NaN,27.4,96,42,0,0,,On,,
"7 Apr 2024, 11.33 AM",14,37,47,62,,,,NaN,27.4,95,42,0,0,,On,,
"7 Apr 2024, 11.34 AM",14,38,47,62,,,,NaN,27.4,95,42,0,0,,On,,
"7 Apr 2024, 11.35 AM",14,40,48,64,,,,NaN,27.4,98,42,0,0,,On,,
"7 Apr 2024, 11.36 AM",14,38,50,64,,,,NaN,27.4,95,42,0,0,,On,,
"7 Apr 2024, 11.37 AM",14,39,49,64,,,,NaN,27.4,94,42,1,0,,On,,
"7 Apr 2024, 11.38 AM",14,38,45,64,,,,NaN,27.4,95,42,1,0,,On,,
"7 Apr 2024, 11.39 AM",14,40,50,64,,,,NaN,27.4,96,42,1,0,,On,,
"7 Apr 2024, 11.40 AM",14,39,49,64,,,,NaN,27.4,99,42,1,0,,On,,
"7 Apr 2024, 11.41 AM",14,37,47,64,,,,NaN,27.4,99,42,1,0,,Off,,
"7 Apr 2024, 11.42 AM",14,58,50,64,,,,NaN,27.4,93,42,1,1,,Off,,
"7 Apr 2024, 11.43 AM",14,52,47,64,,,,NaN,28.1,97,42,1,1,,Off,,
"7 Apr 2024, 11.44 AM",14,51,45,64,,,,NaN,28.1,99,42,1,1,,Off,,
"7 Apr 2024, 11.45 AM",14,52,49,64,,,,NaN,28.1,93,42,1,1,,Off,,
"7 Apr 2024, 11.46 AM",14,59,49,64,,,,NaN,28.1,95,42,1,1,,Off,,
"7 Apr 2024, 11.47 AM",14,53,45,64,,,,NaN,28.1,95,42,1,1,,Off,,
"7 Apr 2024, 11.48 AM",14,52,50,64,,,,NaN,28.1,97,42,1,1,,Off,,
"7 Apr 2024, 11.49 AM",14,53,50,64,,,,NaN,28.1,98,42,1,1,,Off,,
"7 Apr 2024, 11.50 AM",14,52,47,64,,,,NaN,28.1,97,42,1,1,,Off,,
"7 Apr 2024, 11.51 AM",14,54,45,64,,,,NaN,28.1,98,42,1,1,,Off,,
